faculty,partner_uni,partner_uni_module_1,partner_uni_module_1_title,partner_uni_module_1_credits,partner_uni_module_2,partner_uni_module_2_title,partner_uni_module_2_credits,nus_module_1,nus_module_1_title,nus_module_1_credits,nus_module_2,nus_module_2_title,nus_module_2_credits
NUS Business School,National Chengchi University,301801,International Investments (I),3,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,National Chengchi University,347061,Financial Management,3,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,National Chengchi University,351041,Investments,3,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,National Chengchi University,300852,Wealth Management and Financial Planning,3,,,,FIN4113,Personal Finance and Wealth Ma,4,,,
NUS Business School,National Chengchi University,307914,Advanced financial management,3,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,National Chengchi University,357022001,Analysis of Futures and Options,3,,,,FIN3116,Options and Futures,4,,,
NUS Business School,National Chengchi University,351001,Investments,3,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,National Chengchi University,NIL300818001,Personal Finance and Wealth Management,3,,,,FIN4113,Personal Finance and Wealth Ma,4,,,
NUS Business School,National Chengchi University,FINANCE301801001,International Investment(I),3,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,National Chengchi University,NIL364068001,Strategic Project and Operations Management,3,,,,DSC2006,Operations Management,4,,,
NUS Business School,National Chengchi University,105/1933013001,Strategic Management,3,,,,BSP3001,Strategic Management,4,,,
NUS Business School,National Chengchi University,308947001,Risk Management & Insurance,3,,,,FIN3118,Financial Risk Management,4,,,
NUS Business School,National Chengchi University,301801,International Investments (I),3,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,National Chengchi University,351739,International Investments,3,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,National Taiwan University,TB10310833,SUPPLY CHAIN MANAGEMENT,3,,,,DSC3201,Supply Chain Management,4,,,
NUS Business School,National Taiwan University,FIN3004,MANAGEMENT OF FINANCIAL INSTITUTIONS,3,,,,FIN3117,Bank Management,4,,,
NUS Business School,National Taiwan University,GMBA7019,"MODERN BANKING MANAGEMENT, REGULATION & PUBLIC POLICY",3,,,,FIN3117,Bank Management,4,,,
NUS Business School,National Taiwan University,ECON3019,CORPORATE FINANCE,3,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,National Taiwan University,FIN8002,SEMINAR ON FINANCE,3,,,,FIN3120X,Topic in Finance,4,,,
NUS Business School,National Taiwan University,FIN2006,MACROECONOMICS,3,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,National Taiwan University,BA2005,OPERATIONS MANAGEMENT,3,,,,DSC2006,Operations Management,4,,,
NUS Business School,National Taiwan University,FIN5035,GAMES IN FINANCE,3,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,National Taiwan University,BA4001,STRATEGIC MANAGEMENT,3,,,,BSP3001,Strategic Management,4,,,
NUS Business School,National Taiwan University,GMBA7026,MANAGERIAL ACCOUNTING,2,,,,ACC2002,Managerial Accounting,4,,,
NUS Business School,National Taiwan University,FIN3013,INTERNATIONAL FINANCIAL MARKET,3,,,,FIN3103,Financial Markets,4,,,
NUS Business School,National Taiwan University,FIN3002,FINANCIAL STATEMENT ANALYSIS,3,,,,FIN3113,Financial Statement Analysis,4,,,
NUS Business School,National Taiwan University,FIN3024,APPLICATION OF FINANCIAL MODELLING,3,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,National Taiwan University,FIN2008,INVESTMENTS,3,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,National Taiwan University,IB5024,OPTIONS AND FUTURES,3,,,,FIN3116,Options and Futures,4,,,
NUS Business School,National Taiwan University,IB7007,ECONOMICS OF STRATEGY,3,,,,BSP3001,Strategic Management,4,,,
NUS Business School,National Taiwan University,FIN3005,INSURANCE (A),3,,,,FIN3119,Risk and Insurance,4,,,
NUS Business School,National Taiwan University,GMBA7015,FUTURES AND OPTIONS MARKETS,3,,,,FIN3116,Options and Futures,4,,,
NUS Business School,National Taiwan University,FIN3011,INVESTMENT BANKING,3,,,,FIN3120Z,Topic in Finance,4,,,
NUS Business School,National Taiwan University,FIN2007,MONEY AND BANKING,3,,,,FIN3117,Bank Management,4,,,
NUS Business School,National Taiwan University,ECON2003,MACROECONOMICS,2,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,National Taiwan University,FIN5043,"ALGORITHMIC TRADING STRATEGIES, ARBITRAGE AND HFT",3,,,,FIN3120Y,Topic in Finance,4,,,
NUS Business School,National Taiwan University,GMBA7059,COMPETITIVE STRATEGY,3,,,,BSP3001,Strategic Management,4,,,
NUS Business School,National Taiwan University,BIZ-DO-ZXY1121,"CULTURAL AND TECHNOLOGICAL INNOVATIONS, SOCIAL ENTERPRISES AND SUSTAINABILITY",2,,,,TR2202,Technological Innovation,4,,,
NUS Business School,National Taiwan University,FIN7030,FINANCIAL INSTITUTIONS AND MARKETS,3,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,National Taiwan University,FIN3020,SECURITY ANALYSIS,3,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,National Taiwan University,IB3004,INVESTMENTS,3,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,National Taiwan University,FIN3006,PRACTICE IN INSURANCE,3,,,,FIN3120Z,Topic in Finance,4,,,
NUS Business School,National Taiwan University,IB2011,MONEY AND BANKING,3,,,,FIN3120X,Topic in Finance,4,,,
NUS Business School,National Taiwan University,GMBA7005,ORGANISATIONAL BEHAVIOUR,3,,,,MNO3301,Organisational Behaviour,4,,,
NUS Business School,National Taiwan University,FIN3015,FINANCIAL ENGINEERING,3,,,,FIN3116,Options and Futures,4,,,
NUS Business School,National Taiwan University,GMBA7004,MANAGEMENT ACCOUNTING,3,,,,ACC2002,Managerial Accounting,4,,,
NUS Business School,National Taiwan University,OIM5004,INTERNATIONAL BUSINESS IN ASIA,2,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,National Taiwan University,BA2006,ORGANIZATIONAL BEHAVIOR,3,,,,MNO3301,Organisational Behaviour,4,,,
NUS Business School,National Taiwan University,GMBA7083,THE COMPLEXITIES OF LEADERSHIP AND FOLLOWERSHIP,3,,,,MNO3313Z,TOPICS IN M & O: MANAGEMENT 3,4,,,
NUS Business School,National Taiwan University,IM3003,OPERATIONS MANAGEMENT,3,,,,DSC2006,Operations Management,4,,,
NUS Business School,National Taiwan University,OIM5006,DIGITAL MARKETING,2,,,,MKT3415,Marketing in a Digital Age,4,,,
NUS Business School,National Taiwan University,GMBA5015,"LEADERSHIP, COMPLEXITY AND INNOVATION",3,,,,MNO2007,Leadership and Ethics,4,,,
NUS Business School,National Taiwan University,ECON2004,MACROECONOMICS II,3,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,National Taiwan University,GMBA7095,BUSINESS ETHICS AND PRACTICE,3,,,,MNO3313X,TOPICS IN MGT & ORG:SEL TOPICS,4,,,
NUS Business School,National Taiwan University,IB5010,SERVICE MARKETING,3,,,,MKT3412,Services Marketing,4,,,
NUS Business School,National Taiwan University,MBA5036,NEW PRODUCT DEVELOPMENT AND MARKETING,3,,,,MKT3418,Product And Brand Management,4,,,
NUS Business School,National Taiwan University,GMBA7063,SOCIAL ENTREPRENEURSHIP AND SOCIAL BUSINESS,3,,,,MNO3330,Social Entrepreneurship,4,,,
NUS Business School,National Taiwan University,FIN7006,SECURITY MARKET MICROSTRUCTURE,3,,,,FIN3120X,Topic in Finance,4,,,
NUS Business School,National Taiwan University,FIN5050,DERIVATIVES TRADING,2,,,,FIN3116,Options and Futures,4,,,
NUS Business School,National Taiwan University,GMBA7094,SERVICE AND OPERATIONS MANAGEMENT,3,,,,DSC2006,Operations Management,4,,,
NUS Business School,National Taiwan University,FIN5060,SEMINAR ON PRACTICES OF INSURANCE INDUSTRY,3,,,,FIN3120Z,Topic in Finance,4,,,
NUS Business School,National Taiwan University,IB5038,ADVERTISING STRATEGY,3,,,,MKT3422Y,TOPICS IN MKTG:SEL TOPICS 2,4,,,
NUS Business School,National Taiwan University,GMBA7086,Global Value Investing: Theory and Practice,3,,,,FIN3132,Value Investing In Asia,4,,,
NUS Business School,National Taiwan University,IB7095,Global Brand Management,3,,,,MKT3424,Branding Strategy,4,,,
NUS Business School,National Taiwan University,IB7018,International Business Strategy,3,,,,BSP3001,Strategic Management,4,,,
NUS Business School,National Taiwan University,GMBA7112,Responsible Leadership,3,,,,MNO2007,Leadership and Ethics,4,,,
NUS Business School,National Taiwan University,FIN8052,Corporate Finance,3,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,National Taiwan University,ACC4003,Accounting Information Systems,3,,,,FIN3120Y,Topic in Finance,4,,,
NUS Business School,National Taiwan University,IB7014,Financial Management,3,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,National Taiwan University,723M1040,Security Market Microstructure,3,,,,FIN3120Y,Topic in Finance,4,,,
NUS Business School,National Taiwan University,FIN7023,Financial Management,3,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,National Taiwan University,BA3001,Marketing Management,3,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,National Taiwan University,MBA5079,Marketing Theory and Innovation,3,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,National Taiwan University,GMBA5020,Human Resource Management,3.5,,,,MNO2302,Human Resource Management,4,,,
NUS Business School,Chulalongkorn University,2604420,CURRENT ISSUES IN FINANCE,3,,,,FIN3120Z,Topic in Finance,4,,,
NUS Business School,Chulalongkorn University,2604467,ADVANCED BUSINESS FINANCE,3,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,Chulalongkorn University,2602416,BUSINESS STRATEGY,3,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Chulalongkorn University,2605314,CONSUMER BEHAVIOR,3,,,,MKT3402,Consumer Behaviour,4,,,
NUS Business School,Chulalongkorn University,2604332,PRINCIPLE OF INVESTMENT,3,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,Chulalongkorn University,2605324,PRODUCT MANAGEMENT,3,,,,MKT3418,Product And Brand Management,4,,,
NUS Business School,Chulalongkorn University,2601224,MANAGERIAL ACCOUNTING,3,,,,ACC2002,Managerial Accounting,4,,,
NUS Business School,Chulalongkorn University,2603347,FUNDAMENTAL RISK MANAGEMENT,3,,,,FIN3118,Financial Risk Management,4,,,
NUS Business School,Chulalongkorn University,2601424,INTERNATIONAL ACCOUNTING,3,,,,FIN3114,Global Financial & Acct Issues,4,,,
NUS Business School,Chulalongkorn University,2604361,BUSINESS FINANCE,3,,,,FIN2004,Finance,4,,,
NUS Business School,Chulalongkorn University,2602327,QUANTITATIVE BUSINESS ANALYSIS,3,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,Chulalongkorn University,2602847,SEMINAR IN INTERNATONAL BUSINESS MANAGEMENT,3,,,,MNO4314,Consulting to Management,4,,,
NUS Business School,Chulalongkorn University,2900112,ECONOMICS II,3,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Chulalongkorn University,2605733,INTERNATIONAL MARKETING,3,,,,MKT2412,Global Marketing,4,,,
NUS Business School,Chulalongkorn University,2602344,PRODUCTION/OPERATIONS MANAGEMENT,3,,,,DSC2006,Operations Management,4,,,
NUS Business School,Chulalongkorn University,2602330,HUMAN RESOURCE MANAGEMENT,3,,,,MNO2302,Human Resource Management,4,,,
NUS Business School,Chulalongkorn University,2604463,ANALYSIS FINANCIAL REPORTS,3,,,,FIN3113,Financial Statement Analysis,4,,,
NUS Business School,Chulalongkorn University,260112,FINANCIAL ACCOUNTING,3,,,,ACC1002,Financial Accounting,4,,,
NUS Business School,Chulalongkorn University,2602417,ENTREPRENEURSHIP,3,,,,MNO2009,Entrepreneurship,4,,,
NUS Business School,Chulalongkorn University,2604477,INTERNATIONAL FINANCIAL MANAGEMENT,3,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,Chulalongkorn University,2605325,BRAND AND PRODUCT MANAGEMENT,3,,,,MKT3418,Product And Brand Management,4,,,
NUS Business School,Chulalongkorn University,2605421,INTERNATIONAL MARKETING,3,,,,MKT3412,Services Marketing,4,,,
NUS Business School,Chulalongkorn University,2602499,SEMINAR IN INTERNATIONAL BUSINESS MANAGEMENT,3,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,Chulalongkorn University,2603347,QUANTITATIVE BUSINESS ANALYSIS,3,,,,FIN3120X,Topic in Finance,4,,,
NUS Business School,Chulalongkorn University,2602847,SEMINAR IN INTERNATIONAL BUSINESS (MANAGEMENT),3,,,,MNO3313X,TOPICS IN MGT & ORG:SEL TOPICS,4,,,
NUS Business School,Chulalongkorn University,2602371,PRINCIPLES OF INTERNATIONAL BUSINESS MANAGEMENT,3,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,Chulalongkorn University,2602475,CURRENT ISSUES IN INTERNATIONAL BUSINESS MANAGEMENT,3,,,,MNO3313Z,TOPICS IN M & O: MANAGEMENT 3,4,,,
NUS Business School,Chulalongkorn University,2602399,MANAGING ORGANISATION CHANGE AND INNOVATION,3,,,,MNO3313X,TOPICS IN MGT & ORG:SEL TOPICS,4,,,
NUS Business School,Chulalongkorn University,2602376,LOGISTICS AND SUPPLY CHAIN MANAGEMENT,3,,,,DSC3222,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,Chulalongkorn University,2605320,CURRENT ISSUES IN MARKETING,3,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,Chulalongkorn University,2604482,FIXED INCOME SECURITY ANALYSIS,3,,,,FIN3131,Fixed Income Securities,4,,,
NUS Business School,Chulalongkorn University,2604334,PRINCIPLES OF EQUITY ANALYSIS,3,,,,FIN3120Y,Topic in Finance,4,,,
NUS Business School,Chulalongkorn University,2602171,BUSINESS CONCEPTS AND ETHICS,3,,,,MNO3313Y,TOPICS IN M & O: SEL TOPICS 3,4,,,
NUS Business School,Chulalongkorn University,2604333,MONEY AND CAPITAL MARKETS,3,,,,FIN3103,Financial Markets,4,,,
NUS Business School,Chulalongkorn University,2605425,MARKETING STRATEGY,3,,,,MKT2401,Asian Markets & Marketing Mgmt,4,,,
NUS Business School,Chulalongkorn University,2605410,INTEGRATED MARKETING COMMUNICATION,3,,,,MKT3420,Advertising & Promotion Manage,4,,,
NUS Business School,Chulalongkorn University,2952363,PRINCIPLES OF INVESTMENT AND SECURITY ANALYSIS,3,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,Chulalongkorn University,2602313,MANAGEMENT AND ORGANIZATION,3,,,,MNO1001,Management And Organisation,4,,,
NUS Business School,Chulalongkorn University,JDBA815,International Accounting,3,,,,FIN3114,Global Financial & Acct Issues,4,,,
NUS Business School,Thammasat University,FN312,INVESTMENTS,3,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,Thammasat University,BA401,STRATEGIC MANAGEMENT,3,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Thammasat University,FN331,FINANCIAL INSTITUTIONS MANAGEMENT,3,,,,FIN3117,Bank Management,4,,,
NUS Business School,Thammasat University,FN425,FINANCIAL VIABILITY STUDY,3,,,,FIN4112C,SIF: Business Valuation,4,,,
NUS Business School,Thammasat University,AC321,FINANCIAL REPORTING AND STATEMENT ANALYSIS,3,,,,FIN3113,Financial Statement Analysis,4,,,
NUS Business School,Thammasat University,MK315,QUALITATIVE RESEARCH IN MARKETING,3,,,,MKT2413,Marketing Research,4,,,
NUS Business School,Thammasat University,FN415,FINANCIAL RISK ANALYSIS AND MANAGEMENT,3,,,,FIN3118,Financial Risk Management,4,,,
NUS Business School,Thammasat University,HO351,NEW VENTURE CREATION,3,,,,TR3002,New Venture Creation,4,,,
NUS Business School,Thammasat University,FN313,INTERNATIONAL FINANCIAL MANAGEMENT,3,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,Thammasat University,MK411,MARKET RESEARCH II,3,,,,MKT2413,Marketing Research,4,,,
NUS Business School,Thammasat University,EC214,INTRODUCTORY MACROECONOMICS,3,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Thammasat University,FN201,BUSINESS FINANCE,3,,,,FIN2004,Finance,4,,,
NUS Business School,Thammasat University,MK311,CONSUMER BEHAVIOUR,3,,,,MKT3402,Consumer Behaviour,4,,,
NUS Business School,Thammasat University,MK412,MARKETING STRATEGY AND POLICY,3,,,,MKT2401,Asian Markets & Marketing Mgmt,4,,,
NUS Business School,Thammasat University,MK312,MARKETING MANAGEMENT/PLANNING,3,,,,MKT2401,Asian Markets & Marketing Mgmt,4,,,
NUS Business School,Thammasat University,MK413,SEMINAR IN MARKETING,3,,,,MKT4416,Mktg Strategy Simulation & Cas,4,,,
NUS Business School,Thammasat University,OM313,PROCESS ANALYSIS IMPROVEMENT/QUALITY MANAGEMENT,3,,,,DSC3219,Quality Management,4,,,
NUS Business School,Thammasat University,MK391,SPECIAL TOPICS IN MARKETING,3,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,Thammasat University,HO311,ORGANIZATIONAL BEHAVIOUR,3,,,,MNO3301,Organisational Behaviour,4,,,
NUS Business School,Thammasat University,AC202,MANAGEMENT ACCOUNTING,3,,,,ACC2002,Managerial Accounting,4,,,
NUS Business School,Thammasat University,EE212,PRINCIPLES OF MACROECONOMICS,3,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Thammasat University,HO310,HUMAN RESOURCES MANAGEMENT,3,,,,MNO2302,Human Resource Management,4,,,
NUS Business School,Thammasat University,MK361,INTERNATIONAL MARKETING,3,,,,MKT2412,Global Marketing,4,,,
NUS Business School,Thammasat University,PY228,PSYCHOLOGY OF INTERPERSONAL RELATIONS,3,,,,MNO2312,Int'psnal Reltns & Effect'ness,4,,,
NUS Business School,Thammasat University,MK321,PRODUCT AND BRAND MANAGEMENT,3,,,,MKT3418,Product And Brand Management,4,,,
NUS Business School,Thammasat University,IT211,INTRODUCTION TO INTERNATIONAL TRANSPORT,3,,,,DSC3222X,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,Thammasat University,HR311,ORGANIZATIONAL BEHAVIOR,3,,,,MNO3301,Organisational Behaviour,4,,,
NUS Business School,Thammasat University,MK333,INTERNATIONAL MARKETING,3,,,,MKT2412,Global Marketing,4,,,
NUS Business School,Thammasat University,MK412,Marketing Strategy,3,,,,MKT4411,Marketing Strategy,4,,,
NUS Business School,Thammasat University,MK312,Marketing Management/Planning,3,,,,MKT1003,Principles of Marketing,4,,,
NUS Business School,Thammasat University,EC212,Principles Of Macroeconomics,3,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Thammasat University,OM316,Business Forecasting,3,,,,DSC2008,Business Analytics - Data&Dec,4,,,
NUS Business School,Thammasat University,MK321,Product And Brand Management,3,,,,MKT3422,,4,,,
NUS Business School,Thammasat University,MK412,Marketing Strategy And Policy,3,,,,MKT3422,,4,,,
NUS Business School,"Bogazici University, Turkey",INTT378.01,TRADE FINANCING,5,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,Sabanci University,FIN301,FINANCIAL MANAGEMENT,6,,,,FIN2004,Finance,4,,,
NUS Business School,Sabanci University,OPIM404,BUSINESS PROCESS ANALYSIS AND DESIGN,6,,,,DSC3222,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,Sabanci University,ECON202,MACROECONOMICS,6,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Sabanci University,MKTG403,INTERNATIONAL MARKETING,6,,,,MKT2412,Global Marketing,4,,,
NUS Business School,Sabanci University,MKT402,CONSUMER BEHAVIOR,6,,,,MKT3402,Consumer Behaviour,4,,,
NUS Business School,Sabanci University,MGMT401,BUSINESS STRATEGY,6,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Sabanci University,ACC301,MANAGERIAL ACCOUNTING,6,,,,ACC2002,Managerial Accounting,4,,,
NUS Business School,Sabanci University,MKTG408,PUBLIC RELATIONS AND INFLUENCER MARKETING,6,,,,MKT3420,Advertising & Promotion Manage,4,,,
NUS Business School,Sabanci University,MKTG407,SALES MANAGEMENT,6,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,Sabanci University,OPIM301,OPERATIONS MANAGEMENT,6,,,,DSC2006,Operations Management,4,,,
NUS Business School,Sabanci University,SPS303,LAW AND ETHICS,6,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,Sabanci University,ECON345,INTERNATIONAL FINANCE,6,,,,FIN3120Y,Topic in Finance,4,,,
NUS Business School,Sabanci University,ECON350,FINANCIAL INSTITUTIONS AND MARKETS,6,,,,FIN3103,Financial Markets,4,,,
NUS Business School,Sabanci University,OPIM401,SUPPLY CHAIN MANAGEMENT,6,,,,DSC3201,Supply Chain Management,4,,,
NUS Business School,Sabanci University,FIN451,SELECTED TOPICS IN FINANCE II,6,,,,FIN3120X,Topic in Finance,4,,,
NUS Business School,Sabanci University,FIN402,INVESTMENTS,6,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,Sabanci University,FIN401,CORPORATE FINANCE,6,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,Sabanci University,MGMT403,INTERNATIONAL BUSINESS,6,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Arizona State University,FIN361,ADVANCED MANAGERIAL FINANCE,3,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,Arizona State University,MGT460,STRATEGIC MANAGEMENT,3,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Arizona State University,FIN456,INTERNATIONAL FINANCIAL MANAGEMENT,3,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,Arizona State University,FIN431,MANAGEMENT OF FINANCIAL INSTITUITIONS,3,,,,FIN3120Z,Topic in Finance,4,,,
NUS Business School,Arizona State University,ECN315,MONEY & BANKING,3,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,Arizona State University,FIN302,MANAGERIAL FINANCE,3,,,,FIN2004,Finance,4,,,
NUS Business School,Arizona State University,FIN427,DERIVATIVE SECURITIES AND RISK MANAGEMENT,3,,,,FIN3116,Options and Futures,4,,,
NUS Business School,Arizona State University,FIN331,FINANCIAL MARKETS & INSTITUTIONS,3,,,,FIN3103,Financial Markets,4,,,
NUS Business School,Arizona State University,ECN211,MACROECONOMIC PRINCIPLES,3,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Arizona State University,MGT440,ENTREPRENEURSHIP,3,,,,MNO2009,Entrepreneurship,4,,,
NUS Business School,Arizona State University,ACC241,USES OF ACCOUNTING INFORMATION II,3,,,,ACC2002,Managerial Accounting,4,,,
NUS Business School,Boston University,METMG301,INTRODUCTION TO MANAGEMENT,4,,,,MNO1001,Management And Organisation,4,,,
NUS Business School,Boston University,QSTSI422,"Strategy, Innovation, and Global Competition",4,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Boston University,CASEC102,Introductory Macroeconomic Analysis,4,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Boston University,CASEC102,INTRODUCTORY MACROECONOMIC ANALYSIS,4,,,,BSP2701,Global Economy,2,,,
NUS Business School,Clarkson University,FN474,MODELS FOR FINANCIAL ANALYSIS,3,,,,FIN3113,Financial Statement Analysis,4,,,
NUS Business School,Clarkson University,FN468,FINANCIAL MARKET AND INSTITUTIONS,3,,,,FIN3103,Financial Markets,4,,,
NUS Business School,Clarkson University,FN475,PORTFOLIO MANAGEMENT,3,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,Clarkson University,EC151,PRINCIPLES OF MACROECONOMICS,3,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Clarkson University,FN464,FINANCIAL MANAGEMENT II,3,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,Clarkson University,OS432,ORGANIZATIONAL POLICY AND STRATEGY,3,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Clarkson University,OM331,OPERATIONS AND SUPPLY CHAIN MANAGEMENT,3,,,,DSC2006,Operations Management,4,,,
NUS Business School,Clarkson University,OS352,STRATEGIC HUMAN RESOURCE MANAGEMENT,3,,,,MNO2302,Human Resource Management,4,,,
NUS Business School,Clarkson University,AC403,FINANCIAL REPORTING AND ANALYSIS I,3,,,,FIN3113,Financial Statement Analysis,4,,,
NUS Business School,Clarkson University,FN467,INTERNATIONAL FINANCE,3,,,,FIN3120Y,Topic in Finance,4,,,
NUS Business School,Clarkson University,SB305,COST MANAGEMENT,3,,,,FIN3120Z,Topic in Finance,4,,,
NUS Business School,Clarkson University,AC404,FINANCIAL REPORTING AND ANALYSIS II,3,,,,FIN3120X,Topic in Finance,4,,,
NUS Business School,Clarkson University,EM331,OPERATIONS & SUPPLY CHAIN MANAGEMENT,3,,,,DSC2006,Operations Management,4,,,
NUS Business School,Clarkson University,FN462,INVESTMENTS,3,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,Clarkson University,IS428,INFORMATION SYSTEMS FOR SUPPLY CHAIN MANAGEMENT,3,,,,DSC3222X,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,Clarkson University,OM480,PROJECT MANAGEMENT,3,,,,DSC3222,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,Indiana University,Z447,"LEADERSHIP, TEAMS AND DIVERSITY",3,,,,MNO3313Y,TOPICS IN M & O: SEL TOPICS 3,4,,,
NUS Business School,Indiana University,F420,EQUITY AND FIXED INCOME INVESTMENTS,3,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,Indiana University,F305,INTERMEDIATE CORPORATE FINANCE,3,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,Indiana University,M407,BUSINESS-TO-BUSINESS MARKETING,3,,,,MKT3416,Business-to-Business Marketing,4,,,
NUS Business School,Indiana University,F494,INTERNATIONAL FINANCE,3,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,Indiana University,F260,PERSONAL FINANCE,3,,,,FIN4113,Personal Finance and Wealth Ma,4,,,
NUS Business School,Indiana University,F303,INTERMEDIATE INVESTMENTS,3,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,Indiana University,F446,BANKING AND FINANCIAL INTERMEDIATION,3,,,,FIN3117,Bank Management,4,,,
NUS Business School,Indiana University,S310,SYSTEMS ANALYSIS AND PROJECT MANAGEMENT,3,,,,DSC3222Y,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,Indiana University,M426,SALES MANAGEMENT,3,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,Indiana University,K410,DECISION SUPPORT SYSTEMS,3,,,,DSC3222X,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,Indiana University,M405,CONSUMER BEHAVIOR,3,,,,MKT3402,Consumer Behaviour,4,,,
NUS Business School,Indiana University,F317,VENTURE CAPITAL AND ENTREPRENEURIAL FINANCE,3,,,,FIN3120Y,Topic in Finance,4,,,
NUS Business School,Indiana University,E202,INTRODUCTION TO MACROECONOMICS,3,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Indiana University,L312,THE ETHICAL RESPONSIBILITIES OF BUSINESS,3,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,Indiana University,W212,EXPLORING ENTREPRENEURSHIP,3,,,,MNO2009,Entrepreneurship,4,,,
